item_id,tag,quality
184084703491209920,eyebrows,4
184084703491209920,woman having eyebrows drawn on,3
184084703491209920,drawing bold eyebrows,4
184084703491209920,hair,1
184084703491209920,beauty,1
184084703491209920,woman,1
184084703491209920,bold eyebrows,4
184084703491209920,artist,1
184084703491209920,dark massacre,1
184084703491209920,eye brow,1
184084703491209920,makeup a,1
184084703491209920,makeup,2
184084703491209920,eyebrow massacre,1
189503096791202336,bins,4
189503096791202336,supplies,3
189503096791202336,school,1
189503096791202336,decorate plastic bin,4
189503096791202336,storage bin,3
189503096791202336,decor,2
189503096791202336,child,2
189503096791202336,diy,2
189503096791202336,easy,1
189503096791202336,cabinet,1
189503096791202336,drawers,2
189503096791202336,crafts,3
189503096791202336,it yourself,1
189503096791202336,organizer,3
189503096791202336,storage,3
189503096791202336,pinterest,1
189503096791202336,organization,3
189503096791202336,plastic drawers,3
189503096791202336,easy way to store kids crafts,3
189503096791202336,craft decorations,4
189503096791202336,project,1
189503096791202336,drawer tower,3
189503096791202336,craft organization,2
189503096791202336,do,1
193443746465423552,house,1
193443746465423552,decoration,3
